"","dangshen","huangqi"
"RNASE2",-0.469650053333334,0.509947519999998
"MVD",-0.502974009666667,-0.667391366666668
"LOC100133800",-0.533046374666668,0.448020782333332
"TMTC4",-0.481171666333333,0.497800596999999
"LOC645166",0.435585246666665,-0.770016878000001
"LOC100132863",-0.431465326666669,0.763955101666665
"SDPR",0.526961507666664,0.271580972666666
"HNRNPA2B1",-0.893445542333336,-0.909314728666667
"MVP",0.459439060666665,0.0523611143333324
"LANCL1",-0.493248043333335,-1.070345121
"C14orf45",-0.446568215666668,0.18654418
"MPP1",0.481950946666665,-1.23470198133333
"HPD",0.517414580999998,-0.449818354000001
"EPHX1",0.539061894333333,-0.385160796666667
"LOC100130561",-0.486579955000001,-0.454785661000001
"LOC653702",-0.470253134000001,0.788724354999998
"GBAS",-0.425339732333334,0.757009163333332
"GNB1L",0.430130958,0.632856704333333
"C20orf46",0.481444401333332,-0.672172529
"ARPC1B",0.485572264333332,0.652471083333332
"TMEM62",0.519567846666665,0.382930229999998
"DNAJB11",-0.457678790000003,-0.220960764000001
"FAH",0.448630899,-0.767610772000001
"TRIM15",0.477465142333332,-0.777102944000001
"ADD3",-0.597194941333335,-0.626169555333335
"METTL11A",0.428825881666664,-0.106729736000001
"ASIP",0.460544674666666,-0.503611622666667
"B4GALT2",0.450065781666665,0.111733078666667
"P2RY11",0.451333243666665,0.0990638843333319
"LOC642567",0.511375757333334,0.48767009
"SNTB1",-0.437828772000001,0.310849511666665
"MRPL52",0.439655846,-0.308391041666668
"GPR35",0.458787941000001,-0.310736225666669
"BEGAIN",0.483820405333333,0.235098379666665
"LOC729255",-0.485181656000001,-0.984410118666669
"RBP1",0.477377667666666,-0.453704858000004
"TMEM37",0.431011724333332,-0.529842923333336
"SGK1",-0.446925909333333,-0.694198991000001
"TRMT11",-0.420766786666668,0.606783564999998
"PTP4A3",0.505562867666666,0.555984538999999
"ESRRA",0.440157158999999,0.055459133333332
"CCL14",0.417235242666664,0.413311470999998
"SFRS1",-0.444691726666668,-0.495334151333334
"MON1A",0.429422317666666,0.540757588999997
"ATXN3",-0.428150450000002,0.627822920333332
"PGAM1",0.434338846666664,-0.00602236733333496
"BIK",0.464908502666665,0.317091632333332
"ISG20",0.435556198666665,0.0571076589999987
"UBE2L3",0.419292752333331,-0.403776333333333
"LOC284167",0.415476760333333,-0.743613042666667
"PLLP",0.483121043666666,-0.820275189333336
"MTRR",-0.421205884000001,-0.698259469333334
"HINT3",0.465560524666667,-0.457332165333335
"LOC651621",-0.472644944,-0.897505030000003
"CDO1",-0.428253882333336,0.598235327999999
"PAK4",0.432975804999998,-0.817533913000003
"HIBADH",-0.488789190333335,0.286909307999997
"TNNC2",-0.449702814666667,0.495627603999997
"S100P",-0.588280516666668,-0.142285680000001
"CDC2",-0.461318451333336,-0.403620588666667
"APOA5",0.460302863333332,-0.978567143666667
"LAD1",0.446023876666667,-0.829667515000002
"HMGB1L1",-0.476748584000001,-0.214689512000001
"UNC5CL",0.451444910999998,0.410411661666666
"LOC100131940",-0.417085643333334,-0.179013524
"TKT",0.511577009999999,0.381894865333333
"LOC391692",0.406757854333333,0.572049755
"LOC729580",0.471510275666666,0.674492711666665
"TRAF3IP2",0.420400320999999,0.237645409999997
"LOC644101",-0.653233768666668,-0.780007066666669
"MEP1A",-0.449665468,0.123257096666664
"KIAA0114",0.41954755,0.689631045333331
"VRK3",0.440674072666667,0.461126738999999
"IMPDH1",0.4090646,-0.440099500000001
"GPX3",-0.431071619000001,0.246922426666666
"HNRPA2B1",-0.405528633333337,0.348808515
"LOC653066",-0.513188141666667,0.880105337666667
"AQP8",0.411408446999998,0.519058729999998
"POLE2",-0.447551902,0.372782758666665
"DFNA5",0.429670285666665,-0.583891612333334
"PCOLCE2",-0.417232913999999,-0.287042743333335
"VCL",-0.415314474666668,0.119349610999999
"CCL20",-0.551814202000001,0.466483900666666
"HNMT",-0.565207999000001,0.359292826666664
"LOC440157",-0.445461191666668,0.173133954999999
"Magmas",0.449429639999999,-0.651240705333336
"RABGGTB",-0.620562693000002,-0.251874961000002
"ELOVL6",-0.475439813666668,-0.980244886666667
"HOXD3",-0.434406421000002,-0.330829213333334
"ST3GAL4",0.412817128666665,0.132568785
"SGCE",-0.431417821666669,-0.0975750573333342
"KIAA1468",-0.418009888000001,-0.180314364000001
"SC5DL",-0.537272642000002,0.838388565999999
"LOC91316",0.458869425666666,0.458254254666666
"ACBD3",-0.560905442666668,0.138078003333332
"GAPDHL6",0.474958570666667,0.584689339999998
"GGT6",0.407090722999999,0.879380204333333
"LGTN",0.408661104666665,-0.448218880666668
"LOC648581",0.480783199666665,0.119480738666667
"DDX39",0.430745173333331,-0.506558243333337
"CA9",0.413263213333332,0.542517451666666
"IFNAR2",0.455149392999999,0.697125259333332
"GALNT10",0.414507039333333,0.654641708
"GPD1",0.484719027666666,-0.301495781333335
"TGM2",0.416787107333331,0.506042536
"ANXA2P1",0.462914001666666,0.117457692999999
"TP53RK",0.399657660999998,0.632786229999998
"NFYC",0.434578170666665,-0.822863986000001
"C19orf69",0.510566869333333,-0.39012647666667
"LOC440160",-0.415374139000002,-0.258070746
"GRAMD1B",0.398301916666666,-0.448554805666667
"SIVA",0.521854403333333,-0.470600831333336
"LOC100132938",0.400894063666665,-0.382864214
"EXOSC8",-0.536820932000002,0.358143954999998
"C14orf68",0.408985913333332,-0.604223669333334
"LOC650922",-0.407883433666667,0.697051228333332
"HS1BP3",0.438024622333332,-1.067408431
"C14orf102",-0.397542368,-0.107306533666668
"TMEM120A",0.455568516333333,-0.450578670333334
"SLCO2B1",0.427663869666665,-0.413453892666667
"PBRM1",-0.409858159000001,0.188914059333332
"TRAPPC5",0.402547582999998,-0.918007717333334
"UBXN11",0.435541347999998,-0.136151989333334
"PCDHB19P",-0.405108932333334,0.235825694999999
"ERBB2",-0.447606371,0.434722056333331
"LOC652669",0.408664445999998,0.407611519999998
"PTPLB",-0.411407356666668,0.612992361666666
"ERGIC2",-0.471574819000001,-0.524635210000001
"PRR5",0.638467928333331,0.512301864333333
"C14orf143",-0.410089152666667,0.303654024333333
"NHLRC3",-0.398968656000001,0.704828244333333
"RHOD",0.405504899666665,-0.363872293666668
"LOC644322",0.567739509666664,0.297934056
"COL4A3BP",-0.414550339333335,-0.696847710333334
"LOC643167",-0.385940038999999,0.521862361333332
"VAMP7",-0.400169769333333,0.897002499999998
"NET1",-0.387667515000001,0.535124921999999
"LOC100133277",-0.387326776000001,-0.311324949
"LOC124220",0.431962552666666,0.419224984666666
"TTLL12",0.394624224999999,0.573502061333332
"AKR1C2",0.386023346666665,-0.550247403666669
"FBXO6",0.389751812999999,0.144005222666666
"EIF3E",-0.43697305666667,-0.649268362999999
"AP1S1",0.422108905999998,-0.374932563333334
"BIN1",0.429049811333333,0.354970976666664
"FDPS",-0.484657972,0.411754683333332
"UAP1",-0.397044410333335,0.379923587999999
"NFE2L2",-0.432178734000001,0.459605911666666
"FAM195A",0.432949290333331,0.448860725999999
"KAZALD1",-0.416997277666669,-0.463621388333335
"AHSA2",-0.404099375666668,-0.614551778000001
"C9orf89",0.415378151333332,-0.246794416666669
"UGT2B7",-0.408343275333335,-0.107737655666668
"TIMP4",0.440415778666665,-0.279218694333333
"SUMO1P3",-0.392862575333335,0.379482943666665
"LOC653108",-0.394290081666668,0.763437890333333
"A1CF",-0.479219974333334,-0.819081763333334
"FRAT2",-0.480246140333335,0.334458333666665
"SERTAD1",0.429632492666666,-0.872097847333334
"MGAT4B",0.574703493666665,-0.219029036666667
"TJP2",-0.394774706333335,0.0933609219999989
"FLJ39632",-0.512127681333333,0.782240383999998
"C16orf56",0.441140284666665,-0.476224992333334
"SHF",0.427455867666666,0.460844968666665
"NAB1",-0.380869627666668,0.376351206999999
"KEAP1",0.491265994666665,0.416293860333333
"LOC100130154",0.444106574333333,0.013220785999999
"FXR2",0.388462317666666,0.334363667999998
"TIMP1",0.380791376666664,-0.0407187639999997
"OSTalpha",0.394046076999999,0.599762124333331
"TRAP1",0.403631733333333,0.30554784333333
"ANTXR1",-0.421225147333335,-0.498332967333334
"CDT1",0.374840887999998,0.479328765333333
"SORBS3",0.443749954999998,0.390933123999998
"NAV2",-0.687651660333335,0.263485391666666
"RAD51AP1",-0.373849812666668,0.576040448999999
"LOC283932",-0.384078774333335,0.437205059666666
"JARID1A",-0.470852459333335,-0.579251137666667
"GMCL1",-0.389456752000001,-0.455715872666668
"HN1",0.584694938999999,-0.722706409333335
"MRPL1",-0.496674904666667,-0.734280249000002
"LOC644743",0.525280356666666,0.482081693
"MAP2K1IP1",-0.435849832666667,-0.1061678
"CCDC50",-0.373767687333335,0.386032602
"TAF5",-0.384237044000001,-0.422338691
"OSTC",-0.375046230000002,-0.0709585626666671
"LSM2",0.383151006666666,-0.0469253033333345
"NMB",0.370447002333332,-0.762354792666667
"FRAS1",-0.433611651666667,-0.727235593000001
"MR1",0.483469608666665,-0.816746349
"HLF",-0.452156605000002,0.238459541999999
"CCBP2",0.380348630666665,-0.517866151666669
"A2M",-0.411952546666669,0.261580745666666
"LOC146909",0.415191346333333,-0.501501671666668
"GRAP",0.372341547333332,-0.891348113666667
"REEP2",0.403042450999999,-0.566997082000001
"RNASET2",0.454685786666667,-0.528385232000001
"IGF2BP2",-0.386057683666669,-0.0811525426666673
"CYGB",0.381203421666665,-0.373188451
"HDAC2",-0.432613313333336,0.466923967333334
"H2AFV",-0.460783870000001,0.660300735666665
"RAPGEF2",-0.370754305666667,0.435192868666666
"PPP2R5D",0.396753580333333,-0.883710508333334
"MGC4677",0.375434816666664,-0.323993262333335
"PHB",0.394536319999997,-0.261683614666667
"MCEE",-0.391856402666668,0.458790698666665
"CAP2",0.367374516666666,-0.358562863333335
"FAM65A",0.430429335333331,0.578379472333332
"RAD21",-0.432469117333335,0.197573619999999
"LOC652624",0.410099513333331,-0.633135828666667
"LRP5L",-0.379432708000002,-0.265206464666667
"CREB3L3",0.371606418333333,0.584392996333333
"C7orf58",0.382659865999999,1.13064602933333
"CAPRIN2",-0.399167619666668,0.300904506666663
"LOC728877",-0.405601104666669,-0.534810954333336
"MED27",0.409036799999998,-0.373087735333333
"DHX33",-0.391501330000003,0.345851818666667
"LOC645515",-0.375680236000001,0.471818621666666
"SSU72",0.384957949999998,0.347532116666664
"LOC100128196",-0.441412163,0.344376546333333
"NFKB2",0.402428724666665,0.612029533666666
"TM4SF5",0.383870264333334,-0.411437845333334
"IMPA2",0.362708603999999,-0.821948808666667
"CBX5",-0.460957761000001,0.541952571666666
"LOC729686",-0.391694773666669,-0.635980979666669
"CENPT",0.455435299999999,-0.242252402666667
"MAP3K14",0.390069359666665,-1.11295518033333
"SMPDL3B",-0.370789105666667,-0.405523752666667
"FAM96B",0.400564606666666,0.305910539666664
"METAP2",-0.429449297333335,0.926903211999999
"LOC100132658",-0.463467459666667,-1.04216677933333
"DBNDD1",0.390722333333332,-0.174677527666667
"LOC100129982",0.374289498333334,-0.332257984666669
"AGPAT9",0.434464349333333,-0.587605050333334
"HIST1H2BK",0.386042178,-0.369960593333335
"TOPBP1",-0.453040140333333,-0.785209908333334
"PWWP2B",0.360519286666666,0.192052839666666
"LOC729200",-0.485948854666669,-0.532467223666667
"HSD17B4",-0.479130423000002,0.251731234666666
"SDHAP2",-0.380490725333335,-0.326568683000001
"VARS",0.388844582999999,-0.0261691253333339
"SCML1",-0.368089672666667,-0.637243081333335
"ZNF281",-0.511541987333334,0.234732414333332
"LOC644237",0.361478967333332,-0.863708789333334
"PEX16",0.476589407333333,-0.486803558333334
"C11orf20",-0.382348800666667,-0.451854068
"ATG16L1",0.402421433333332,0.804430367666665
"NQO2",0.356376003666665,-0.408715133333334
"ITIH2",-0.372191670000001,-0.387656290666667
"ADAMTS2",0.370532229333333,-0.632888757333334
"PIK3CD",0.386563322999998,-0.417503132666667
"FETUB",0.369752688333332,0.39319139
"RAB31",-0.359798434000001,-0.145427014
"SMTN",0.442984586333332,-0.0364946420000011
"LIM2",0.392337243999999,0.638663193333331
"LOC100130009",0.404879529333331,0.195115525333334
"MMD",-0.505177579666669,0.306461183666666
"HM13",0.506053567333332,0.273865741666666
"SCD",-0.397727906666666,0.0231025219999993
"ANKS4B",0.413369456666666,0.583794095333331
"MALT1",-0.357453816666668,0.218021727999998
"TXNIP",-0.354372159333334,-0.570640556000001
"DDX49",0.406135466999999,0.215084956666667
"H1F0",-0.397605920000003,-0.473179764333334
"RGS3",0.377817132999999,-0.461453549333336
"ANXA2",0.448064693333333,0.280224024333333
"CCND3",0.352989445333334,-0.313880735333335
"CEP70",-0.393538324000002,-0.203102717333332
"SCNM1",0.378443511999997,-0.443232699333334
"BMX",-0.377161454666666,0.462990689666666
"S100A16",0.430393480999998,-0.424621837333334
"TFF3",0.413869979666664,-0.710367604000002
"OSTCL",-0.363090054333334,-0.233106243666667
"PLCXD1",0.367541499999997,0.0328488649999996
"LOC648638",-0.478350622000001,-0.353208478000001
"TMED6",0.357325461999999,0.387396133999999
"BATF",0.381875029333333,-0.671073997333334
"INO80E",0.356271931999999,-0.136231103333335
"ZNF593",0.37832572,-0.396919285666668
"CHORDC1",-0.398086637666667,-0.573129249000001
"C6orf48",-0.370166103333335,0.510055293999999
"Selenoprotein 15",-0.390605398666668,0.0327589533333325
"PHKG2",0.395468174333332,-0.394982269666669
"SQRDL",0.365384898,-0.0780104303333344
"PKM2",0.354197573333333,-0.635341933333334
"LOC642989",-0.47148085,-0.186987066666666
"C10orf65",0.421910425666665,0.969069965999997
"KPNB1",-0.379651350000002,-0.566353326000001
"DNMT3B",-0.484492483666667,0.460415761999998
"LOC653458",0.458045532333332,-0.441912296333334
"MRPS34",0.385399624999999,0.0698879573333316
"SRXN1",0.390937005000001,0.161588175
"LOC441282",0.365223977666665,0.205944613333332
"PKP3",0.473925772333332,-0.874539716666668
"SCFD1",-0.462223457999999,0.139447746333332
"SRL",0.407103578999998,-0.359601260333335
"CTSB",0.354579736666666,-0.0586337283333349
"PTPN23",0.353435747666666,-0.682346574666668
"STAP2",0.356575417,0.426850623333332
"UNKL",0.665201601666667,-0.00244152833333429
"ABCB8",0.390504562333332,0.561110406999999
"TMEM167A",-0.376980436333335,0.675006163333332
"ACAT2",-0.362348876666669,0.630651904333332
"RENBP",0.360131465666666,0.591003857
"LOC643452",-0.502658583000002,-0.517870642000001
"NCOA4",-0.37642281666667,-0.319333953333336
"PGM3",-0.395549594666668,-0.221957881666668
"LOC100129744",0.343615217333332,-0.620405723666668
"IMPDH2",0.372692999999999,-0.155392797333334
"CLPP",0.364154172333333,-0.321549426000001
"SNORA57",0.421049157333331,0.197521806666664
"LOC100133803",-0.475653827333335,-0.482071894333336
"CLN3",0.356693789999999,0.678092029
"SMARCA1",-0.482748311333334,-0.0962183873333331
"PALM",0.393906741333331,0.347662150999999
"ZNF668",0.358563474999999,-0.691300389000002
"FHL2",0.356337585666666,0.580515066666667
"COMMD5",0.365671499666666,-0.268449443000001
"FNDC3B",-0.370313762000001,0.672780369666666
"ACSS2",-0.385230129666669,-0.143657558000001
"SERPINE2",0.343392557999998,0.131715424666666
"LOC728944",0.363515380666664,-0.392776375000002
"SNX4",-0.356015355666668,-0.529298485333335
"SUCLA2",-0.378664969666668,-0.764409999000001
"AMBP",0.350998269,0.522918436666667
"XPNPEP1",0.343727498666665,0.339640039999999
"HSD17B2",-0.446452697666667,-0.344584993666668
"AKR1B1",0.35631613333333,0.0334927879999996
"LOC91431",-0.423196170000002,0.264077905333332
"VTRNA1-2",0.345316179666666,-0.399361659666667
"TM7SF2",-0.393641349333336,-0.471240022
"C1orf64",-0.375323802333335,0.0813829036666659
"FAM50A",0.477468036333332,0.140780833333333
"TMEM86B",-0.338522001666667,-0.0233749146666678
"CNPY3",0.362915424999998,-0.647321646666669
"SFXN3",0.346820478666666,-0.53004459
"HINFP",0.342118381,-0.523971283000002
"GOLT1B",-0.382811668666669,-0.159367793000001
"NDUFAF3",-0.351915803333334,0.607145431333332
"AGPAT2",0.338188784333333,-0.411150479666667
"OLFML1",-0.343701896333333,0.260279893333333
"KCNK13",0.356921400333332,0.154306046333333
"GGCT",-0.351644806,-0.610587468666668
"FMO5",-0.344312309,-0.798708691666668
"IGDCC3",-0.421347114666667,-0.328997960333334
"TAGLN",0.361273758333331,-0.488161583333334
"DDX59",-0.363426420666668,-0.107260616
"ANXA4",-0.471131998,-0.399913747
"SOX7",0.409621106333332,0.261494582666665
"FER1L3",0.347372912999999,-0.382128094000002
"STX3",0.36363016433333,-0.458731001000001
"NFIL3",-0.350260568333336,-0.669112006666669
"CP110",-0.369263838000002,-0.508549085333335
"C12orf52",0.369503738999997,-0.573944089333334
"OBFC2B",0.484250059333333,-0.262599765
"FAM83H",0.383956116333334,0.163945070666666
"SCAND1",0.347407509999998,-0.237516211999999
"OSBPL10",0.390943667666666,-0.534624187666667
"ABR",0.350731638333332,-0.653458698000002
"MAPK13",0.333973253333333,-0.506986045000001
"C2orf30",-0.395244323666668,-0.0976555299999999
"RNH1",0.530833668666667,-0.331430480333335
"LOX",-0.345616501666669,0.211980918333333
"ACOT11",-0.341142793666667,0.349218613333332
"FTHL2",0.473814879999998,0.512166454999997
"GFPT1",-0.343130014666667,-1.13116737666667
