"","Model","Nuciferine"
"SUMO2",-0.020038754405545,0.0700415171440959
"CD63",1.82060622904827,-0.140733595309122
"CALR",0.604770660375911,0.0734395715572012
"AKR1A1",-0.137057860815313,0.0443217331359403
"BASP1",-0.183904457272571,0.0461371845003603
"ITM2B",-0.444748125634778,0.0206030112081463
"VSNL1",-0.773067346398641,0.0939470724497678
"NPTXR",0.459949524460841,-0.0248086702457641
"RNASEK",-0.391839270611707,-0.026160305702324
"HSBP1",0.0168158951846289,-0.0157188318631463
"EIF5A",0.61835755957871,-0.00677547166961471
"HPCA",-0.705095314355318,0.193488052096848
"SCN1B",-0.114836206846996,-0.0121477366406085
"SNURF",-0.348449462917795,0.0501462949658381
"COX5A",0.316071576921511,0.0207675556326939
"ENSA",-0.0712089633878625,-0.00828009381287373
"STX1B",0.503008511789568,0.0982255811229682
"GABBR1",-0.183255893671925,0.0128978895564908
"HNRNPA2B1",0.15588854509804,0.0926426231287988
"TOMM6",0.232434775757139,0.0225681527831985
"BEX1",-0.32222193891134,0.0866352061503106
"DYNLL2",-0.277628901393704,0.0775315002784559
"DDN",-0.0475006170328333,-0.0980318853537007
"EEF1G",0.378604609453621,0.020612898379633
"DBI",-0.559547400394196,0.10140905141544
"GPI",0.0167121277861389,-0.0686774049906677
"ATP5PD",-0.100870618599072,0.0622332491199895
"NDUFB8",-0.123175481325487,0.0613773193550495
"GDI1",-0.299335054507317,-0.0163790001131438
"RPS10",0.247185907199356,-0.0463259275743067
"PRKAR1A",-0.116472134935534,0.0897059068396344
"ATP6V1G2",-0.291567196323001,0.0391590338394661
"MOBP",-0.938164096351124,0.119187539982572
"PFN2",-0.380073605669863,0.141798477798302
"ATP5MC2",-0.171378916857576,-0.00340097553763669
"SPOCK2",-0.303301407874258,0.0128303215663596
"CNBP",0.528460860120234,-0.0368762092511864
"RAB6B",-0.222449184692063,0.102050039499433
"CHGB",0.610280102425889,-0.24634473229309
"PITPNA",0.238096446484396,0.00210687886866615
"TOMM20",0.474712338118769,0.0367165096595122
"TMBIM6",0.108539392753001,0.0213952944331537
"YWHAB",-0.227022949127515,0.0669918299256178
"RPL18",0.626225323033566,-0.0159324658033684
"TAGLN3",-0.0253390941753403,-0.13894734605998
"VAMP2",-0.33184692796653,0.0335864335084619
"TMA7",-0.090371478456276,0.0684705989701543
"DNAJA1",0.571942132792652,-0.0819695756074374
"STXBP1",-0.123529976198514,0.0170214019525259
"SLC25A5",0.0316805071466945,0.0425340195738176
"NAPB",-0.235101668016209,0.0260039745393953
"YWHAQ",-0.263276751332096,0.110256782690564
"NDUFA13",-0.172604002139503,0.0126612433963134
"PPP2R2C",-0.0403716822918135,-0.0102548620605342
"CYCS",0.132745201600899,0.0735237604435181
"CPLX2",-0.732134981278749,-0.0199474344471391
"LAPTM4A",-0.612821276509102,0.178627221647075
"RPS5",0.532200949454415,-0.0718206057025011
"PRDX2",-0.093683632336241,-0.0279426134093561
"CPLX1",-0.232913149428593,-0.049495467297187
"RAN",0.62519171644825,0.010207268914203
"PRKACB",-0.211014591463982,0.0959555768271441
"ATP6V0D1",-0.190047498287661,0.0686172978548467
"GNB1",-0.0969929517197167,0.0177828554511773
"SLC22A17",-0.437802536375528,0.00677549022629798
"NSF",-0.183618764739991,0.00482321588631011
"NME1",0.607184262444845,-0.03554672712955
"TF",0.310401114154967,-0.000675384154036929
"EFHD2",1.13256934574963,0.00507292484638748
"NNAT",0.710319414475704,0.0536167928818584
"PCDHGC3",-0.112924293106669,0.0129918236185336
"SPARC",-0.24995757650117,0.127526486461042
"PSMB7",0.0505632908262991,0.080117474526861
"ATP5PO",-0.204514260044618,0.0231597461471136
"PPP3R1",-0.301133839859145,0.115153081894846
"TUBB4B",-0.037654433278317,0.092187610300604
"SERF2",0.0692691850236461,-0.0314997177519968
"NDUFB2",-0.259941838682871,0.0565065057085709
"CLTA",0.126704123811791,0.0414220585949529
"PGRMC1",-0.0920851123324916,0.110634099902256
"MGST3",-0.318831297832786,0.0944905798072283
"HSPH1",1.49247405683375,-0.260048996194214
"MTCH1",-0.24033178461299,-0.0262026478243809
"ATP1A1",-0.425384612803651,0.251467642289974
"ATP5F1C",-0.29249757517961,0.0785531278903155
"ATP6V1D",-0.120939643395072,0.0113012103874037
"RPLP2",0.361088940324543,-0.0553442002947522
"WSB2",-0.0199940215357755,-0.0689830373101315
"ENC1",0.186926900529557,-0.190881301325926
"NPTN",-0.26390598313249,0.110219002265141
"STMN4",-0.323527590587747,-0.0206971936456855
"PRDX5",0.422711098272424,-0.0744136914295087
"TUBB",0.0541498152980336,0.0109276851174372
"RPL7A",0.951606032175988,-0.192158158449348
"RAC1",0.251854086317852,0.0285158904217949
"HYPK",0.141552560088702,-0.0526922366501336
"BCL2L1",0.229839514706722,0.0211015430925561
"SLC25A23",-0.484209799798346,-0.0626975321581423
"GRINA",0.00717977200425917,-0.0672657791875502
"DLG4",-0.239551445602805,0.0121370279872228
"ATF4",1.03264707870653,0.112710731069023
"ATP6V0B",0.0826015840747275,0.025398992284953
"TSPAN3",0.0544815315470642,0.0381166304300966
"CHN1",-1.14359179336531,0.20723033513654
"MLF2",-0.157751578584078,0.0498718327029926
"RGS4",0.471915528651846,0.270171970412458
"NCKAP1",0.0770174863058223,0.132291220561058
"CYFIP2",-0.342080577844723,-0.024373505587162
"H3F3A",0.66060744091405,-0.00396077498113632
"RNF187",-0.100532592799577,0.0286019493948707
"PEA15",-0.111191614541848,-0.0178617758576396
"YPEL3",-0.153528280603972,-0.242870193169717
"HSPA5",1.08314274807376,0.0581309047593957
"ARPC2",0.247710976482268,0.0412596048576161
"GHITM",-0.00209325371267119,0.0346935617676035
"TTC3",-0.444674953019955,0.0518833987050143
"NDUFA8",-0.289584573075358,-0.000991087961677038
"NSMF",-0.225353983818513,-0.15164259469252
"ATP6V1F",-0.106820427455668,-0.0173608296605688
"RACK1",0.501124866843016,-0.0153129487383494
"ATP1A2",-0.97422720023139,0.117234837255849
"RPL22",0.493532926883008,-0.0172986751342703
"PPP2R1A",-0.107685825355905,0.0646416491262593
"CHCHD10",-0.381060977349568,-0.0227486248644933
"SELENOF",-0.061591805638189,0.0255569978075623
"RAB7A",0.0799859158046491,0.0481186899747609
"SYT11",-0.326598746045769,-0.0120726126761695
"SLC6A17",1.25310082498242,0.0468613957962744
"SNU13",0.276592259867562,-0.00671888719076955
"WBP2",0.0068711557990502,-0.118992799390547
"TTYH1",-0.456041279655217,0.00372839739927685
"BTF3",0.4374860105076,0.0446073961193573
"MICOS10",0.210425326287265,0.0232437666526868
"TUBA4A",-0.535976332123282,0.0771322618425581
"RABAC1",-0.376813787407224,0.00223811639259223
"POMP",0.185128299376083,-0.00202538004446199
"BEST1",0.276022135439223,-0.130301284840684
"OCIAD1",-0.0511315214668287,0.0324824210442894
"NEFL",-0.207318791720899,0.221567550907819
"APOD",-0.328838222963709,0.116199200482543
"ABR",-0.248940600233982,-0.0603979668868749
"DDX5",0.0049221590907912,0.0815025908015927
"RPL31",0.201554236209362,0.00318157556130127
"SPP1",7.25444101579383,-0.291078501365042
"UQCRB",0.0105274166744127,-0.0295189777193395
"EIF4A1",0.680157191046503,-0.0406164351018636
"CLTB",0.339841628903469,0.0411386642636306
"PARK7",-0.224462457318109,0.0390482971513196
"HSP90B1",0.673150135351088,0.137936694802307
"COPS9",-0.272575088225398,-0.0236791211216045
"LY6H",-0.479781000785157,-0.135465082950528
"STMN2",-0.0971193849576835,0.0443019364002821
"CLDN11",-0.790717472646401,0.157121497344835
"EIF4G2",0.491513953007377,0.0563824957650525
"TUBB3",-0.00972587943597005,0.153288588736136
"ARHGDIA",0.389283563538349,-0.0402312836786652
"SNX3",0.0425725665035787,-0.00253965237033778
"PSMB4",0.376598507024281,0.0301654802465577
"PJA2",-0.314884080861108,0.120827444877551
"VDAC1",-0.0443531514470568,0.0973745150771057
"PPP3CB",-0.225430614626798,0.0996796733227992
"BEX3",-0.146401121436618,0.00885600507740441
"NDUFA6",-0.416136062147967,0.0263901229582229
"GAP43",-0.176652006267681,0.0806882805285426
"RAB2A",-0.0434388150276562,0.0666354256407784
"NDUFA5",-0.327556208829239,0.0516842804425706
"C12orf43",-0.142353473210616,-0.0138378327438198
"SLC1A3",-0.230739956719703,0.0174134062198152
"EIF4H",0.0164272736389819,0.0127656910256247
"GOT1",-0.163122626658473,0.0696701473605099
"B2M",0.301157052502264,-0.0793490064979089
"RPS3A",0.323324833705915,-0.0369397902843285
"ATP6V1A",-0.25906637904755,0.0510102092263102
"HNRNPK",0.133596475614481,0.0459894484576941
"EDF1",-0.061891681829953,0.0266806204380636
"SULT4A1",-0.150501530668451,0.0501177051943322
"CADM3",-0.216131072607391,-0.0166579947094746
"NEDD8",-0.0435472062614716,-0.0560082071152759
"H2AFZ",0.334686385351221,0.0991988779553913
"ACTR2",0.0290915920230113,0.0907516252201035
"CNP",-1.30466967027452,0.359583011147683
"FBXL16",-0.353766307180946,-0.14197690633733
"RAB1A",0.241688029579899,0.0369942614762119
"NDUFV2",-0.197635788234423,0.0660164393588397
"COX17",-0.168409579748596,0.0763636103279045
"APLP2",-0.114559693647625,0.0725651002478738
"ATP5MC1",-0.0861781247801159,0.0147101734155867
"ATP5PF",-0.202027297918952,0.0466415737744905
"FKBP8",-0.313252398509714,-0.0141093139005207
"RNF14",-0.171976574217945,-0.0206629251916834
"CAMK2B",-0.423906063913794,0.229062626807664
"ATP2A2",-0.188883311519789,0.1027030379499
"GUK1",-0.148289801706652,0.0316846989761425
"ARHGEF9",-0.334302502501031,0.104577066154868
"CADM4",-0.602569357909051,0.187948984317352
"NRSN1",-0.115067602461326,0.108936212938852
"SYNGR1",-0.283686847649158,0.0249893101685163
"SNRPN",-0.266454604563701,-0.0184763384297264
"SDCBP",0.0704518712951546,-0.0343538960327602
"NPM1",0.706328504180529,0.0610966041957254
"GPD1",0.982598983130197,-0.354077008210242
"AGAP2",-0.0834343959925937,0.014302238034622
"ARF5",-0.251120804441124,0.0774203932677969
"OAZ1",0.111079859825302,0.0111874452977542
"UBL5",-0.225462634174422,-0.0179649148507021
"NELL2",-0.330832385291834,-0.0237940306196011
"ATP6AP2",0.29224590215719,0.0958884234153617
"MYL12A",-0.202153412833411,0.0559518981749749
"MIF",-0.193942072164649,-0.0134578947778627
"MAL",-1.46293123166771,0.365033461894444
"TCF25",-0.0086409521339269,0.00580592784281491
"SUB1",-0.262169507973178,0.144809988619882
"RHOA",0.325957744621022,0.0187560230648363
"PTN",-0.697628456489451,0.283443173417833
"SYN1",-0.150097249612432,-0.165172669409447
"LAMP1",-0.149796113879469,0.0281216549271644
"TXN",0.42927720229818,0.0776768692576634
"VDAC3",-0.111610942789186,0.0342123509800909
"FABP5",1.20483604351003,0.0335410218958396
"SERINC3",0.136249898207292,-0.090306718589983
"NDUFS2",-0.11570700305543,-0.013824559151981
"KIF1B",0.00643698911498554,0.0388189928652231
"MORF4L2",0.142595689864968,0.04532564516743
"NDUFA11",-0.189465079706582,-0.0133514613142999
"NDUFA7",-0.0606335742052046,0.054678411753184
"HPCAL4",0.0761483113362027,-0.101355638303563
"ATP6AP1",-0.162742841856717,-0.00568147154685536
"HSPA1A",5.85104522734596,-0.995927491030501
"EEF1B2",0.520452759504318,-0.0649981976267489
"RHOB",0.179844354120003,0.00166837858147021
"PTPRN",0.624204453329798,0.0579566727541009
"PFKP",1.00152060005308,-0.125759484905305
"MAP2",-0.151278127871583,-0.134882482421727
"RPS19",0.441849461873729,-0.00226563234198755
"ATP6V1G1",-0.169038277224531,0.0669949702797606
"MDH2",-0.186895511835348,0.0284006018480592
"PPP1CA",-0.124248730626877,0.0776358948631148
"PSMB1",0.00472033027444918,0.0420759232369822
"NDUFB10",-0.130073376519533,0.0303473676632905
"MLLT11",-0.00673156056916641,-0.0218131063300883
"GABARAP",0.0977945772348548,-0.015312359693696
"CELF4",0.233937253581071,0.0166479682791551
"NDUFB7",-0.110742492812014,0.0180189322873289
"DPYSL2",-0.197941097657406,-0.0408039482545514
"PPP1R9B",-0.0240039541889665,-0.0801112802682321
"SPTAN1",-0.235338519993427,0.0597172894537425
"ARPC1A",0.113364498174119,0.0188978595100503
"BRK1",-0.0942757674796561,-0.0319036408922764
"EIF1B",0.493917509659392,-0.0132840831468969
"THRA",-0.564460526659736,0.0189314046919798
"TMEM30A",-0.16302977202859,0.0983747298874853
"FAM107A",-1.12338889432584,-0.0476171020914535
"SEC61G",0.39262810778345,0.0948772519990244
"IDS",-0.0086130384260355,-0.151565245736757
"MAP1LC3B",0.192193034999362,-0.0906645825594774
"PVALB",-0.429041062981362,0.0554383850870885
"PFDN6",0.11886165582104,0.0297893973178901
"FEZ1",-0.457763763531336,0.190502202771994
"NDUFC2",-0.139580873955945,0.0156881049037781
"ACO2",-0.327704950203098,0.0561597034605331
"PDIA3",0.441922981081727,0.0407293402840669
"PFKM",-0.460974098874064,0.0416015402137871
"NCL",0.440503323062555,0.0854176619626273
"MAPK1",-0.248331688427476,-0.0541627649641236
"ARPC3",0.076408901940982,0.0707249710636746
"COX7A2L",-0.061409342812821,-0.0131787664563273
"UQCRHL",0.0112715355055248,-0.0663666157455726
"MMD",0.285796263079572,0.0482917381007378
"AP2S1",-0.168605813874172,-0.0318033068966391
"HBA1",1.59569818870692,-0.916483381175978
"NDUFA12",-0.155335670317354,-0.0185924542028089
"KCNAB2",-0.482070499952438,0.00434598284911059
"GOT2",0.145288678575868,0.00522654537715742
"MAP2K1",0.272303858627827,0.0462796313592015
"PRDX1",0.42769135077454,-0.0606451509962411
"IVNS1ABP",0.427685092227603,0.0278691426407888
"PAFAH1B1",-0.0493956055467027,0.131380884309723
"ATP6V0E2",-0.522535187571214,0.0539864610484078
"PSMC1",0.322692925262818,0.0477169328726817
"MAP1LC3A",0.349318228306923,0.0726248645387906
"UQCRC1",-0.00775099241288866,0.0756001779099287
"SELENOP",-0.728704171732875,0.0245094868326269
"DSTN",0.310071907295907,0.0523518800978133
"NDUFAB1",-0.00167467601588024,0.0165250267724816
"CYC1",-0.0417781711514419,0.0496802186342133
"TMEM130",-0.0261887891059488,-0.0401428809364683
"TUBB2B",1.16925081111436,-0.227555593927882
"S100A10",2.16611280191828,-0.129122587091977
"CAPZB",0.155337950157238,0.0310979133650181
"HP1BP3",-0.423792632856846,0.0454102473523118
"PACSIN1",-0.167023282132453,0.105576458039246
"ARL3",-0.240613284416479,0.0156100936383946
"HSPD1",0.714597781137752,-0.13747465033894
"PLEKHB2",0.194494361807975,0.109067825481201
"UQCRC2",-0.201016278664778,0.0944047850965057
"PSMC5",0.0331379891499893,0.0384407501165039
"EID1",-0.0301662145762077,0.250204511143866
"PLD3",-0.207768901161195,-0.017400391100419
"CANX",0.214744357903042,0.0837061882840026
"PFDN5",-0.238378167430338,0.103477899548243
"SDHA",-0.318889358736496,0.0729337383637262
"ENPP5",-0.364496925282235,0.023303053746298
"UQCC2",-0.266871837215337,0.0825554144690747
"UQCRFS1",-0.119672392237632,0.107066228458876
"CCT5",0.494385848786936,0.00102815629490057
"PSMB5",-0.150364460575504,0.0306623948889695
"GRB2",0.752496836349134,-0.0395963158771734
"PPA1",0.199395201832921,0.0462866697511099
"VAPA",0.464328336130028,0.0620391835374473
"CLTC",0.231479548117793,0.00619031685813142
"PIN1",-0.292400990137366,0.0744170440209388
"TMEM59",-0.223356373497926,0.00263674687018686
"UBE2D3",0.430305138802856,0.076741826435373
"NAP1L5",-0.401662905922977,0.0824574220827209
"DDT",-0.614555053223027,-0.00519245804346942
"NRN1",1.25990917754916,-0.020923790289955
"TUSC3",-0.392321144522909,0.144397973102029
"GNB2",0.0520448942036213,0.0123277341552057
"MPC1",-0.3680825707222,0.160766852680747
"PPP3CA",-0.792605736844228,0.319050095633118
"LMO4",-0.163261577030135,-0.0455295880830667
"VIM",0.886837565536375,-0.0119858098894476
"GNG3",-0.328632226219381,0.0818035986276747
"GIT1",0.141938060113297,-0.0801153334632369
"BMERB1",-0.457115782089124,-0.0015309653110114
"TIMP2",0.405169869157125,-0.193441416933078
"PSMA7",0.119898597040102,0.0473013330233071
"RHEB",1.0690303730064,0.0529305186950001
"TPPP",-0.491901548749987,0.0979587105800698
"PNMA8B",-0.303654217853161,-0.038142401163423
"CTSD",0.184175237958984,-0.129702917570024
"KIF1A",-0.148219158365785,-0.0119348730563738
"PPP1CB",0.0416085622950504,0.0673928576896045
"PPP2CA",0.212617799073083,0.099452985002398
"RUNDC3A",-0.0847733988240714,0.0326999200232529
"LAMTOR2",-0.223475734257409,0.0870074711868015
"RAD23B",0.471115649512237,0.0503657860175489
"TMEM59L",-0.585519139567987,0.11785965098779
"NAPA",-0.462949574019199,-0.00265392412046939
"SDHB",-0.0558373180900805,0.0342863260891794
"NSG1",-0.257413543065233,0.0179238498191799
"GSK3A",-0.0703302051940262,0.0184050396263519
"NDUFB6",-0.1374787959327,0.0295114025614816
"SCG3",-0.549403058200286,0.0900767239079318
"CX3CL1",-0.305390607092856,0.0612379522943514
"ARPP21",0.572591356429179,-0.0699723575404172
"CKMT1A",-0.466349799831941,0.0384552095704318
"EIF3F",0.260582151777376,0.0245972413400327
"TTC9B",-0.301259416174242,-0.0922000623880626
"BRSK1",-0.288550768700073,-0.075268475488514
"ARL8B",-0.0223538463073353,0.0271092492563524
"MRPS36",0.064551962772912,0.12691181023671
"BNIP3",-0.0579269704752109,-0.0331491799613443
"NRCAM",0.0644834465370418,0.0581557416359004
"CSNK1A1",0.471843637074526,-0.0052979088858343
"EPN1",-0.113882055640006,-0.0327758219347211
"VDAC2",-0.0521758754733795,0.0166539906334002
"NUDT3",0.0154304444064021,0.0339004579254166
"NCALD",-0.594122317407081,0.134509122512017
"ATP6V1C1",0.00440757423457732,0.0665190431653981
"MAGED1",0.106572088480958,0.0560479467067348
