"","Model","Nuciferine"
"ELP3",-0.357937564159265,0.0094952551298817
"SRSF3",0.337096717516557,0.175084988096337
"CUL3",0.211031425693752,0.105950365810858
"VPS25",-0.366706866700712,0.0293825642947171
"ABHD3",-0.601576935445445,0.0443952274059697
"HLA-A",0.870407887424239,-0.404768617026411
"POLDIP2",-0.0999217994451514,-0.0558731365657656
"SF3B2",0.0579374452489799,0.0735931142142353
"XBP1",0.470831018723202,-0.0476167660212315
"MFGE8",-0.659746788081053,0.0814693288361657
"CDKN1A",2.55928813973307,-0.110949033320061
"SYNGAP1",-0.599139621631457,0.16797378826306
"PEG3",-0.199046310961976,0.0826122215142261
"GADD45B",3.71585216685914,-0.0571257492626349
"ALCAM",-0.541703565728032,0.273065223960202
"GGT7",0.135834166997978,-0.0978001123136698
"R3HDM2",-0.0536404774744918,0.111905964438971
"CAMTA2",-0.550402094556616,0.0373765540616795
"CLIC1",2.66556397345737,-0.126841450631609
"KCMF1",0.541998439325303,0.045345033771408
"TRIM35",-0.0838977084680974,-0.0446080645416331
"RNF208",-0.380146943227855,-0.0819625873308732
"TMEM160",-0.192961349278092,0.0728376352079778
"SAR1B",0.0750670431622705,0.0786231678671292
"MRPL33",0.0844058666846815,-0.0271402219579218
"DACT3",-0.462302493828716,0.000568815971840414
"RGS5",-0.826178385177372,0.0597490018044773
"EI24",-0.098535225083573,0.0736133933643687
"MRPS7",0.192619453491166,-0.029431295822014
"IGSF8",-0.342581304887774,-0.10415975416686
"EIF3J",0.558708721519738,0.105633419733625
"NSA2",0.254213109445341,0.070030541394774
"MFF",-0.476867343048901,0.177972375555958
"FBXO9",-0.353413421357958,0.18428887385443
"TSPAN2",-1.29765702289728,0.49906706346141
"GLRX",0.0828660794814826,-0.263134273534177
"TIMM10",-0.0224814372589606,0.0858170156793257
"GORASP2",0.257679806315121,0.0755449142591876
"HSPBP1",0.162848765699317,-0.0139790800620401
"MYT1L",-0.205738324083146,0.121555048196029
"ACVR1B",0.179947245749712,-0.115249321512205
"STRN4",-0.389927955176932,0.0567303042248791
"VTA1",-0.072520832102408,0.117117115482918
"ZNF48",0.102518285129117,-0.0363950734312172
"MANBAL",-0.235442483327019,0.056040587932779
"CIAO2B",0.270141162452063,0.0702223348025881
"PDCD10",-0.00523440972914413,0.206823659654468
"DHCR24",0.330924865536092,0.134623539969768
"HNRNPM",0.374860216346811,0.0590597835487022
"PGRMC2",-0.00242550268629151,0.0398814024179399
"INSIG1",0.912908274601846,0.181008063324565
"TUBB6",4.34943466063336,-0.470186529072226
"GRIA1",-0.779203767205156,0.253433663416424
"POLR3K",-0.57698042360792,0.160241143276411
"AMD1",0.398247752133653,0.102256021651149
"SERPINE1",8.35417809780489,0.0283437722258676
"ALG2",-0.126964112125925,0.0835687353890187
"TARDBP",0.630814567067349,-0.0113912893586939
"JPT1",-0.0434528993825689,0.0178128248277589
"WSCD1",-0.263196279050333,0.125800660688697
"METRN",-0.941599092243559,0.307512370150391
"MPPED1",-0.685518080476857,0.165219069003102
"NUDT9",0.349561629663555,0.0417682884355828
"APBA2",0.082205930611021,0.0646376294721667
"CSPG5",-0.983112706327803,0.138807241483086
"DBN1",-0.131140601745864,-0.0391221380207964
"HDGF",0.283890146368664,0.0163423276936276
"PDPN",2.89986685033573,-0.252948689406327
"SGK1",0.407959980851147,-0.0797275556417035
"PHF24",-0.44357566206166,0.0538630008290275
"NRIP3",-0.299893751332645,0.135969377143533
"FH",-0.0150472912876082,0.108961873175307
"GATM",-0.210707845365223,0.0793267213309174
"FAM168A",-0.265984594437,0.0939719810812833
"UBE2J1",0.159476995386623,0.138768304081426
"DHRS7",-0.265726125328609,0.10992178483573
"TM2D3",0.0785737818541446,-0.0118945335290348
"STK32C",-0.233016555925085,0.0129991861235163
"PRPS1",0.0137862546518563,0.0620976985593484
"DLST",0.218304549571987,0.0691106808281451
"AP3D1",-0.0321360498467756,-0.0675219672125487
"FBXW7",-0.258530181266052,-0.101568058464382
"RNF13",-0.447317337066328,0.159874892200458
"LARGE1",-0.299080732826852,0.169705137511084
"TRNP1",0.195710809419475,-0.179257561951642
"MYH10",-0.100378560742147,0.021684084954528
"KIDINS220",-0.164756214756199,0.028605678265506
"PSMC6",0.223218765222125,0.125439955461878
"BPGM",-0.260817055898877,-0.132774565182024
"ANKH",-0.137528866089475,0.0637666809166408
"CUL1",-0.0783673320320478,0.150732711050524
"LMNA",1.36155718831332,-0.128528155014332
"TM9SF3",0.173776247097675,0.126262929205416
"TOMM40",0.168003648073279,0.0626562206411425
"TRAPPC3",-0.27044512977357,0.058465557350589
"PRDX3",0.0164259855995419,0.0310673271634386
"NDEL1",0.436651988898887,0.070881541950238
"UBE2Q2",0.806125709145796,0.13188831602882
"ATP2B2",-0.713190300032908,0.206960642732327
"SIPA1L1",-0.221633890623855,0.0296498403556057
"INKA2",0.199794807901435,-0.168008277440497
"TRAPPC6B",-0.0415019940916966,0.0702267736376321
"EGR3",1.84756277137338,-0.0525383694341289
"KCNF1",0.515564375232808,0.0827797664190887
"MAPK8IP2",-0.385445983410626,0.000301055386936622
"RABL6",-0.0858245156501899,-0.0669562855954036
"OSTC",0.530395598914714,0.0900203635457103
"TRIM9",0.178118062186917,0.0631651639047703
"GNB5",-0.374301087346298,0.15341150751174
"UBE2Q1",-0.286293839127757,0.0690143038120136
"DPP6",-0.244872808594673,0.00953758701903888
"AIMP1",0.520026910489569,0.136598461498189
"ZNF180",0.469079880246008,0.0814122058341154
"CACNB3",-0.608266747581629,0.0556546208051334
"PIK3R1",0.821827260475847,-0.10106251378245
"CDK9",0.153134092593557,0.0605688973373277
"CYHR1",-0.271106747848998,0.0082722103469549
"CACNA2D3",-0.298806476078098,0.133481464274362
"DDX24",0.0941100270874927,0.0534712084480335
"SLC24A2",-0.983450395236272,0.200901550512408
"PRMT2",-0.00947333881975788,0.0218450915097157
"PLPP3",-1.35790247973305,0.334446008042506
"DLGAP3",-0.256452780100949,0.0196516316482408
"SUGT1",0.117097215878866,0.126471267762916
"RAP1GAP",-0.174328499835125,0.0753161581266733
"GABRB3",-0.581620515538157,0.196745620197772
"DTX3",-0.504785460486214,-0.0336861997994629
"HIST1H1C",-0.148109828287956,0.0862907204341001
"DDIT4",0.190002654256381,-0.190461858677336
"VOPP1",-0.221993897243769,0.0620241736517646
"BRI3",0.00769870481034689,0.0555048518324806
"STAT3",2.37653814726365,-0.161701984256038
"POLR2G",0.115183771340208,0.0203019698163807
"GLRB",-0.387025432091841,-0.013923185076843
"TCEA2",-0.437366555707721,-0.0522679116532775
"NBR1",-0.0350810648324888,0.0946251367001079
"BLOC1S2",0.11594066337215,0.0538081353462374
"SGTB",-0.276316676917133,0.235323525776648
"DEGS1",0.0532950515654583,0.117234954935158
"NFE2L1",-0.103007614273468,0.102066817851791
"TM9SF2",-0.0261867084781285,0.140289882641094
"H2AFY",0.257996665862883,0.0211514861193973
"KCNK1",-0.462548340239511,0.00803927579139489
"MRPS26",0.16267073990782,-0.00416985276944046
"WASHC2A",-0.24695619782022,0.015328441676807
"CXXC5",0.635145802658241,-0.0562432404403867
"MAZ",-0.0654372942938301,-0.0873946653421618
"ETNK1",0.422134139181807,0.0146936247581182
"AKAP11",-0.0505851235815118,0.0483576481653656
"PI4K2A",0.535557522654515,0.1072213377192
"TAGLN",-0.200677824710514,-0.126624718738151
"ADORA1",0.107880741783727,-0.0521774555989507
"CAMTA1",0.0268825261659761,-0.00255713213527151
"UBE2I",0.0989438895115606,0.00228592068528656
"MAPK8",-0.00861787956621439,0.14811485591519
"PPP2R2A",0.100020383485065,0.0364076511941871
"PPP2R5B",-0.201165997033447,0.0717029919351826
"EDIL3",0.0111429331267897,0.0358472878479547
"DBP",-1.14109657398211,0.0438527119391874
"PSME1",0.538822723768656,-0.0931151143152772
"HSD11B1",0.175632467343912,-0.219312573915928
"MAP2K4",-0.152349498442281,0.0779599344479207
"DDRGK1",-0.0971983533894968,-0.032149068146489
"ABI1",0.242374474432211,0.0785755805917568
"UBALD2",-0.106017837596859,0.114867768008358
"OGA",0.0133068442271351,0.0967865706888178
"GRIPAP1",-0.0326771791542847,0.0982610565418837
"SNX5",-0.0852060529276142,0.0531970206514234
"WDR13",-0.268508086618645,0.0646657337310482
"BLCAP",0.353592513846345,0.0165467629256146
"CDS2",-0.136034150066105,-0.05073409827504
"LRPAP1",-0.303663937255487,0.0108307314711658
"SLU7",-0.163460992293291,0.101776092878964
"CD164",0.116914435183551,0.0382422726991054
"ADIPOR1",0.541807973737748,-0.00715920064267772
"ATP13A2",0.279506952752017,-0.0505951348620839
"KIAA1191",0.0351635733483991,0.031532518705646
"NRSN2",-0.434511667224552,-0.26985541190249
"EIF3L",0.393275867854674,0.0523380047587406
"APEX1",0.241669936602133,-0.00660356386669949
"CDK14",-0.220669691607259,0.0706754082919028
"TXNDC15",-0.235669896349487,0.14303743308047
"LOC102724828",-0.0872948151891002,0.0444910981119553
"NIBAN2",2.18381380929446,-0.0663846328199795
"ACTN1",1.54134367574615,0.068587297895743
"CORO1B",0.0177219400786226,0.133693471517425
"LAMTOR5",-0.129188456906514,-0.0199772164880892
"CYTH2",-0.22073257122356,0.238364328237821
"SMYD2",-0.097640967499407,0.0886636253089876
"GAS6",-0.575108704124014,0.13416039798715
"GFOD1",0.020934855774893,0.016991295342845
"SEZ6L",0.00639217950320095,0.0304482759991665
"EGLN1",0.40143138618522,-0.0729909656345433
"SSBP3",0.531348728856696,-0.063209693114718
"GDAP1L1",-0.0841287058706936,-0.091553489835247
"RBFOX2",-0.127149644688768,0.0627196734175855
"KPNB1",0.613064305535676,0.0416180326312602
"MRPL13",-0.211943177840234,0.00875284431234307
"H2AFJ",0.263306766612569,0.00735695138834695
"KCNH5",-0.424415026849643,-0.0333786916538598
"NAXE",-0.085424258199264,0.104569088823901
"GPR37L1",-0.922682650613605,0.0589256952440919
"EPDR1",0.0387352621295336,0.0191231516333738
"SLC6A20",0.708827534650216,-0.349414033724188
"PPM1E",0.0635697086148776,0.1553273316372
"DNAJA4",0.0682625113643381,-0.141530214255577
"COPA",0.208732047449451,0.0599148352709783
"KCNQ2",0.352435680840306,0.0446797111211324
"CHST2",-0.230331788588224,-0.00709320762945496
"WDR61",0.222727370397676,0.0750743449005828
"EIF3A",0.378765724072762,0.0627918156961448
"RPN2",0.470811944468616,-0.00641067505402833
"DISP2",-0.37873177339596,-0.103065871867479
"PPP1R12C",0.32131420954862,0.13230043788113
"OCIAD2",1.03815011706969,-0.0453086835897786
"GRSF1",0.296454955144879,0.152336557972597
"GNAQ",-0.189980481051707,0.184174859370501
"CCNY",-0.144104739554211,0.0357041438212319
"RAB11A",0.0716065921982707,0.0574522825850701
"MRPL42",-0.162124487433666,0.0133601780770822
"OPCML",-0.392975878141425,0.0430704310750789
"CYB5A",-0.684728461659702,0.138464749428702
"BHLHE40",1.0351675131165,-0.233963125887395
"SYPL1",0.140545193871311,-0.00473500679106442
"C11orf49",-0.347030020311667,-0.0017815833641481
"SLC39A10",-0.2879223430014,-0.0375145628365547
"CMAS",-0.495992917833726,0.108388455571087
"STOML2",0.252044591242678,0.0496747440616001
"EPHX4",-0.544479765977688,-0.1584385112171
"NDRG1",0.132446150163587,-0.111488425068318
"ITIH3",-0.578892068777761,-0.294659694453544
"FBXO31",-0.0493286391645657,-0.0485635615970135
"RNF181",0.281554649309907,0.00202131861055042
"KARS",0.317689186756691,-0.0287598696242482
"KCTD17",-0.261495758065284,0.00554099986908045
"CLPTM1L",0.299540454133519,0.0137567011274119
"HOMER1",0.649996543710904,-0.00808756832248566
"EML2",-0.388634233957412,0.121431926348924
"SYNCRIP",0.809235519506554,0.0508130760884891
"IFITM3",1.86124007147446,-0.235158358612052
"RTCB",0.269780569911493,0.00403794024974255
"DHPS",0.702514869464119,-0.0619018877353626
"ROCK2",0.465094739408753,0.158289694795245
"FXYD6",-0.418649408340692,-0.160528696750873
"CHURC1",-0.503049315873083,0.0521207325684625
"ATG3",0.331502271955901,0.0949105430985504
"BTF3L4",-0.0592061471609852,0.139577276248836
"PPP2R5D",0.400572437352392,-0.01009991652346
"CSNK1G2",0.0491013728944646,0.0227126134415435
"PURB",0.148452476674503,0.0827134722418243
"EPAS1",-0.0378776592468746,-0.0888821042760825
"TMEFF2",0.148106300712327,0.0837187580034514
"TRIAP1",-0.679612714687043,-0.133225866289589
"SNRPB",0.500295709984576,0.0186289655273275
"PTPN5",0.414825643120073,0.126136102875489
"RAB28",-0.027742954027818,0.112793653557664
"ILK",-0.0995428727896242,0.0275601977272275
"TXNDC9",0.100615884675059,0.0930304885855045
"TMEM183A",-0.0461798719084975,0.0180967357394699
"CSNK1D",0.263193671594301,-0.00357038563783547
"HSD17B10",-0.182630401685442,-0.0205894221489563
"POLR2C",0.454721577137271,0.0702348639949531
"CD44",4.5747349719912,-0.275956714999463
"SVIP",-0.570145294155152,0.0801311974892586
"UGP2",0.208753831621569,0.130457339726107
"TMEM147",-0.0228319374470516,0.0506445424112627
"TBR1",-0.15736864724847,-0.459478061423402
"CNOT8",-0.379557570019194,0.192839090815749
"PAQR8",-0.347103911690646,0.043888981610951
"TM2D2",0.0573117232232376,-0.0174563624225462
"GAA",-0.311117269631929,0.0826473112091778
"SRP68",0.253611362670343,0.081026655672838
"C11orf96",2.115018320621,-0.423938315978167
"PTGS2",3.5301099525564,0.266729083519205
"SEC62",-0.206755933395064,0.0955466547525452
"RAPGEF5",0.284871252460382,-0.1885380831182
"HSD17B12",0.0345864305438409,0.163907534420853
"PLPPR4",0.577040069615465,0.324292903589813
"COPS3",-0.0618943876529552,0.0745282685132955
"MAP2K2",0.100256506249724,-0.05988733277112
"ID3",-0.153638894163403,0.114980725004637
"ELOVL1",-0.565917021938942,0.0737630160496747
"THTPA",-0.637528047738828,0.0970399472404386
"AKIRIN2",0.463898310539002,0.0497631183126957
"ITPR1",-0.449117839950978,0.173274276462377
"HDHD2",-0.169678943661732,0.112542711508933
"DYNC1I1",-0.675730691354607,0.17515250453388
"CETN2",-0.383202321297406,0.0451656183418006
"HMGN1",0.236997727049796,-0.0196034485820699
"SMAP1",0.0756393746327921,0.0104184069884048
"LMAN2",0.512428786372793,0.019221057558094
"TP53INP2",-0.16157994450652,0.076792043117921
"EGLN2",0.035430629312545,-0.0487660951426651
"CNPY2",-0.406073199425356,0.103325646178174
"MBNL2",0.283977077622221,0.0439828560393268
"ACTR3B",-0.120408789972889,-0.0199653457238443
"SHISA5",0.608759272754579,-0.0300785980428597
"ABHD2",0.70287459243625,-0.106931591567413
"TUSC2",-0.147992173416518,0.0518773885173383
"FADS1",-0.0261438288632431,0.00308924308937213
"NUB1",-0.243871084494715,0.11397041717746
"YIPF5",0.145092178480165,0.0882441930554493
"TOM1L2",-0.425140945477121,0.0627283204291689
"SF3B1",0.290292856757305,0.00146229856695669
"NPEPPS",0.015165556658567,-0.0149503414659713
"SYF2",0.0139936956887858,0.0955170622247772
"CASC4",0.756598291008783,-0.0553837535746483
"ATAD1",0.102724268546876,0.0669356526407316
"NEGR1",-0.643755179680133,0.266221771304181
"HDAC2",0.272978710449808,0.116188331101567
"REEP2",-0.397206619042736,0.0244463159132144
"CELF5",-0.373489843669351,0.0211360872635746
"SEC22B",0.184445323516845,-0.00195535448697452
"PUM2",0.238141088482203,0.0856689310162872
"PIP4P1",-0.0648028713269767,0.118142114940301
"PAPSS1",-0.153437473079603,0.0431759506057234
"PPM1B",-0.19267808211834,0.121095173308725
"PRRC2B",-0.0254042004174033,-0.0492500918112456
"NUMBL",1.18810177949636,-0.241732217981807
"CRTAC1",0.676223135764051,0.0634377723432351
"ENOPH1",-0.157631354981404,0.0814237902484859
"BAG6",0.16571365903981,-0.0115181560724453
"GLOD4",-0.251695893365373,0.0597906505918817
"PI4KA",0.392234629653748,-0.00517571216454207
"SPRED2",1.17207312218417,0.0390704503900176
"SLC44A1",-0.352171183012287,0.0845904552663144
"CDK5R1",-0.422611658403127,-0.0238597594241618
"CCDC124",-0.222480752420965,0.0418775915147419
"PLLP",-1.12272410959143,0.294357823487603
"MAEA",0.288245630277114,0.0199542282922304
"CPNE6",-1.01701333085264,0.220069275053004
"RBBP4",0.112189933131368,0.10843531701293
"SPRN",-0.569205286767115,0.140715423737866
"BORCS8",-0.14707415275948,0.142677854021824
"SEC61A2",0.610783322447409,0.0617468327732067
"RELL2",0.266524067060397,0.0222734348384782
"FDX2",-0.165515549317311,0.0304041316288729
"SFR1",0.190487422243515,0.145309492112721
"RGS10",-0.933315129202207,0.306684492918117
"GNL3L",0.0186784706389529,0.0972873228577603
"NIT1",0.0576460075048958,0.00393537206140388
"NEURL1",-0.0873476881959713,-0.0976348041935365
"MBOAT7",0.752543080594051,0.12088486633802
"JAKMIP1",-0.348056027907361,0.0551188481343491
"COMMD4",-0.309255222527431,0.124322907314558
"ITGB1",0.63768511040212,-0.104545274098113
"PREX2",-0.78367053547808,-0.0455197746735969
"FERMT2",0.491692002855089,-0.0818250884273662
"CHMP2A",-0.32811800097483,0.0512100978860017
"SLA2",-0.502778540947127,0.0703748634056482
"KPNA4",0.759593840145963,0.0727854421206976
"CLDND1",-0.0658128437314732,0.125980791793091
"TMCC2",-0.568863853581745,-0.168884020385183
"RAB4A",-0.458254549990885,0.044075589295845
"PSMD14",0.321201911631369,0.0702635447373656
"POLR2I",0.0679965918371317,0.0321357199142032
"MAP3K10",-0.301480429495776,0.00365095498602284
"EIF4A3",0.337617605603991,0.012729744715094
"PDRG1",0.533193205684731,-0.133335663845004
"LONRF2",0.22190095649065,0.0367453006617885
"SH3GL3",-0.146568938082884,0.0915920462725128
"PSMD11",0.431531452162969,0.0578640087384798
"CD151",0.284728227787555,-0.0315332959862163
"C1orf226",-0.0801085511195229,-0.00932007486208205
"IFT20",0.295324070900112,0.0122854554504561
"SAMM50",-0.191318461719366,0.0487715208185874
"ZMYND11",-0.123343087989178,0.112575326703329
"TRIM28",0.391387606109705,0.066526796207461
"LSM8",-0.359873185964586,0.123073551060679
"ESD",0.0331531797487467,0.101239785243214
"CD47",0.017237944782527,0.128458624435929
"PABPN1",0.226560818518516,-0.0405014434105819
"FAM171B",-0.666953732343957,0.228509348114584
"PAIP1",-0.00347555599658909,0.126031954099218
"PMPCB",-0.014902792010191,0.0347511144825952
"MRPL28",-0.0374013606987585,0.0332704403316941
"RASD2",0.220979567935204,-0.199587582354848
"MYO18A",-0.145555409633561,0.0051660154039046
"TRA2B",0.240538837785556,0.156792238142835
"UBQLN2",-0.243200496284477,0.0722853526101383
"CWC15",0.35434887931782,0.0801604556127168
"SLC38A2",0.637590300254264,0.0215682050972395
"STARD7",0.114093811737849,-0.0208281704693511
"HSPA12A",-0.318728706506232,0.0424346301036124
"PLCXD2",0.156892590318911,-0.0301709097115457
"PAIP2B",-0.068174655022569,0.110430891739901
"FBXW11",0.0626074770201265,0.0191913612328572
"MYEF2",0.171193437943815,0.122610047786283
"FAM81A",-0.778196486671994,0.199238883178764
"NOP16",0.467204664950479,0.0153667996435726
"SECISBP2L",-0.281495017833533,0.221068402422917
"HINT2",-0.535852233502411,0.00792922800826564
"WIPF3",0.127667684122549,0.135403133384465
"GSK3B",0.0462745901497346,0.142849075628252
"ETF1",0.715799959384509,0.0300992534523991
"RASL11B",0.0389732971587521,-0.00422621917334089
"VAMP4",0.32725123914347,0.121813544913614
"INPP4A",0.141299766715616,0.0129530765443671
"RGS7",-0.0932424597534955,0.157910354288978
"DUSP1",0.834073444203072,-0.0414476846541417
"ARHGAP44",-0.218072144946217,-0.0722732789388539
"RNF157",-0.268243079029954,0.0219350286979488
"CTNNA1",0.255563509148243,-0.0676937870593054
"COMMD1",-0.18237127012038,-0.0276626806907413
"UFD1",-0.0500397647987339,0.10371018250357
"PON2",-0.433740547320003,0.0334773279104208
"C1orf185",0.023556840407951,-0.0132741141964703
"ABCF2",0.0734696077844931,0.0630773739126809
"GPR137",-0.248984087926171,-0.087633173254562
"KHDRBS1",-0.127521486344926,0.0737027209483959
"UBE2Z",0.184260511640918,0.0289719678224452
"COTL1",0.372023919632023,0.0365777025119618
"TAF10",0.562018579366056,0.155437856640669
"BNIP3L",-0.256846582444541,-0.000331558758342856
"MSN",2.72384986595538,-0.115018754986629
"CREB3",0.340032916914983,0.0498197609998891
"HIKESHI",0.437893351310321,0.0727670826958318
"CA11",-0.960756111098647,0.182227117462716
"UBE2J2",0.168038001734992,0.0109933263467163
"KLF9",0.457808936599583,0.138426915624932
"LIMD2",-0.918389536284006,0.061665957345398
"NRDC",0.236007562287083,-0.0161473312134442
"DNAJC15",0.0228606782167769,0.125567628001206
"CLNS1A",-0.114905476473471,0.0415789890163446
"DPY30",-0.0669957528519527,0.103759043477958
"PRKACA",-0.324880840731861,0.0965287801943973
"ARFGAP1",0.0206201922240957,0.0476236908617815
"EIF2S1",0.710319615742732,0.043117188440917
"FBXW2",-0.0835713480393552,0.0533432022612726
"TTYH3",-0.283014694274702,0.0754224562911798
"TPD52",-0.0310053848511736,-0.00936260951318863
"GOLPH3",0.56165007604449,-0.0130976469813813
"LONP1",0.645292038388262,-0.0551979793101168
"PRXL2A",-0.436389103466203,-0.00984824744870964
"HADHA",-0.0695441377532358,-0.0370088626617648
"MAP4K4",0.371864765632406,-0.0350774984245509
"GNPTG",-0.0658371455807466,0.00527953120568915
"PCNA",0.672683231316881,0.00702542486661065
"BTBD2",-0.470671779906453,-0.0735235947081463
"ANKRD13C",0.476482625919193,0.17321003664981
"HRH3",-0.0257855846893169,-0.258877616120904
"HLF",-1.30977193352176,0.17428254254714
"EPRS",1.00634760446051,-0.0355196589331884
"PDP1",1.25665799097664,0.0477264199411448
"WTAP",0.0572380530225659,0.0757239745548238
"TRH",6.95007978245942,0.210894426835847
"PPP1R11",-0.162935767290492,0.047679635617811
"EPN2",0.0363647620553346,0.139183350892333
"SLC30A3",-0.772494235055364,-0.150223149547102
"S100A6",1.00762722459591,-0.199527231254821
"BCR",0.521057270261408,-0.168426831626549
"CEBPD",3.48102026359474,-0.664414371979362
"NIPSNAP1",-0.49349192724501,0.0448932877934283
"ERRFI1",1.8809582520473,-0.205368095677108
"S100A1",-0.615566403999161,0.154861582614756
"DRAP1",0.105960194123725,-0.0122995594002534
"LIN7B",-1.27284358479017,0.264358515847081
"KIAA1211L",-0.686690874625431,-0.0201278026930131
"FXR1",0.366489577325101,0.119372143471768
"SRC",0.258872033092873,-0.0307599523242964
"EIF3B",0.757786137750808,0.0111555444779696
"CHPF",0.282315398367106,-0.00211767835638494
"MRPS16",-0.14082337323176,0.0225663173454153
"GALNT9",-0.416877329111362,0.231672263971562
"TMCO1",0.0907760085906473,0.0320983853296626
"AMZ2",-0.143327333149788,-0.0895503640765374
"MRPL30",-0.0770861422613211,0.0370283415878185
"ARHGAP32",-0.494794470597073,-0.103521842326689
"CSTF3",0.0631621898854297,0.086421976034451
"NOP56",0.690814683538636,0.0871398604214582
"TSPYL2",0.0754953427220991,-0.157039494445305
"MRPL34",-0.319110711196453,-0.0470040752316673
"SLC25A12",-0.202468268034025,0.0742415987299923
"ACSL6",-0.707521104006919,0.241247236901651
"HIF1A",1.16968231709715,0.142636954589901
"GOSR2",0.036037129552787,0.0472773506993962
"SERP2",-0.276736447061268,0.0243796238326662
"FCF1",0.352020957971495,0.0869015543787067
"MRPL48",-0.347394852070947,0.1260809494099
"SMPD1",0.147150830167884,0.0972855059426491
"ATF2",-0.0772670741444508,0.118191092694549
"SAE1",-0.0509940349869325,0.0935186516334894
"PQBP1",-0.164556072538585,-0.0175693370706478
"CELF2",0.0887702397173373,0.0633362254328598
"ARFIP2",-0.141120560433539,0.120087315094804
"ENHO",-1.41117750413758,0.214670009295362
"UCHL3",0.0834993241768934,0.0941022389332761
"ATP8A1",0.323546250919852,0.0590666698004432
"ELOVL5",0.280435106201451,-0.0583993995632733
"PPFIA3",-0.171592742792298,0.00478604591948728
"PCBD2",-0.426185711011448,0.207300323742354
"RER1",0.257222892913728,0.0403270806243499
"REEP1",-0.139802706790388,0.0806378831062171
"TESC",0.695580383409451,-0.498674956743834
"SBF1",0.0529785699549546,-0.0266530424816855
"PNPO",-0.102258087117248,-0.261647504229472
"LUZP2",-1.01851913430159,0.250483089000163
"ZNF32",-0.304653853583978,0.0783096448321203
"ZNF106",-0.100892227520999,0.0361865381331839
"AAGAB",-0.455593829002033,0.151502174535754
"DNAJB11",0.697488676962431,0.134708620688186
"STRBP",-0.24134787205329,0.179325455697131
"KCNJ9",-0.883771615979312,0.132107342768166
"PPIP5K1",0.169719991329752,0.0122586779511804
"P4HTM",-0.061020806128665,-0.0471342744849521
"EIF3D",0.619704900336985,0.00382148397599148
"RAMP1",-0.343027146447637,0.272294789358667
"DCUN1D5",0.512895766984562,0.0832407663186119
"PMEPA1",2.36394372726534,0.204942536927525
"CRYZL1",-0.298226700954129,0.023088419829343
"FAM234B",-0.0890650570500703,-0.0922012636480546
"MARS",0.877839921464445,0.0233291663802547
"CA10",0.321345242358346,0.0614439903046879
"DYNC1LI1",0.0963557764249219,0.105250512669679
"BABAM1",-0.297892580848873,0.0537062115607897
"WDR47",-0.174560624292455,0.0219365433615491
"C1QL3",-0.418242964091468,-0.0310782328574732
"MRPS24",-0.0662568110220109,-0.0627652266918556
"TRPC4AP",0.0648613484278001,0.0573762169272466
"HEXB",0.387969928748407,0.29544918174845
"DNAJA3",0.0933130684432178,0.11362438261954
"CYP11B2",1.40644552183684,-0.0714824908203942
"RCAN1",1.25943576330717,-0.239518481363308
"CACNB1",0.551046250946393,0.108129160103028
"ENPP2",-1.7691142389317,0.658483063847116
"SNX1",0.418741958290543,-0.0366579096773434
"ZCCHC12",-0.832242239611367,0.206786428092021
"KIF3A",-0.106473418454142,0.0865709062343735
"RABEP1",-0.25916204274195,0.144691594102078
"CDK17",0.0213258802845637,-0.0265573701901346
"PITPNB",0.516947815433305,0.134751305172909
"WDR37",-0.228837163967988,0.100880539686758
"CNKSR2",-0.306629707720487,-0.0384388395510596
"TTC1",0.0283263510611466,0.107218485395742
"DLG1",-0.0700255672157535,-0.0549227120899952
"YBX3",0.800584528323213,-0.134370634264972
"ELMO1",0.359724365109159,-0.0455720827501614
"RBM17",0.591841932481228,0.0484998522662959
"KIF5B",-0.0251935315071388,0.0602292999151455
"PRKAG1",0.0229647981055027,0.0271822599650095
"CPEB4",0.249167771387925,0.00161159197116597
"SELENOS",-0.175764513795833,0.120604703918627
"SPCS3",0.0927731054589428,0.226921957217944
"VPS26B",-0.188681374551113,0.096795073375213
"UBE2A",0.113191782269694,0.0586814784929179
"ABCF1",0.333465639724041,0.0226102676828144
"MRPL3",-0.0455342704692462,0.00217947051058316
"UBE2G1",0.154754007047643,0.0705478745194921
"CALU",0.632956409357546,0.0364162407465237
"ARNT2",-0.278513943637915,0.0893139725033432
"CACNG8",0.00263506016797009,0.210660877307917
"CDK11A",0.251025900417656,0.0799092867310225
"IRF2BPL",0.878829698774154,-0.0154639943614659
"BCAS2",-0.0762199174271667,0.119336654273289
"ARL6IP4",-0.0526271135041347,0.0111259503947463
"CADPS",-0.0402777350481497,0.230462999721269
"PPM1A",0.149695495842588,0.12932878554865
"MYCBP2",-0.132209581200931,0.0364003212600762
"BTBD3",-0.70001983116591,-0.0534784660134051
"SRP9",0.133169030925133,0.0911008113467909
"PEX19",-0.0645474588570454,-0.0140283526430833
"HAP1",0.444729463385683,0.081255594832583
"FXR2",0.138232202758952,0.0750830997472917
"SPAG7",-0.26484508563016,0.0652607695100091
"CORO1C",0.465763275020907,-0.0533152095465619
"MCFD2",0.5182246062641,0.0999905512147574
"DDIT3",0.986608910238811,0.145962906128343
"IMPDH2",0.98870184610722,-0.0769729839739314
"SEZ6",-0.161642012093005,0.0929491052296033
"MARK3",0.171199686368639,0.0687299137785603
